LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
QAVE,NYCEEC,Q,De Anna Learning Center,,718-847-1310,9140 120th St,11418,1,24,1032071,192519,deannagroup@aol.com,,3,3,2,27QAVE,40.695402,-73.827504,9,29,144,4196677,4093510026,Richmond Hill                                                              
QAVF,NYCEEC,Q,Cuomo First Step,,718-441-5333,11515 101st Ave,11419,1,19,1031686,190450,elizabeth.recine@heartshare.org,http://heartshare.org,3,7,2,27QAVF,40.689069,-73.829133,9,28,120,4198275,4094170046,Richmond Hill                                                              
QAVG,NYCEEC,Q,Russo First Step,,718-805-7117,11801 101st Ave,11419,1,16,1032285,190674,mildred.agate@heartshare.org,http://heartshare.org,2,6,2,27QAVG,40.689754,-73.826729,9,28,120,4199634,4094560030,Richmond Hill                                                              
QAVH,NYCEEC,Q,Hammel CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-474-3162,82 - 10 Rockaway Bch Blvd,11693,1,18,1037479,153642,HammelCCC@verizon.net,,3,7,1,27QAVH,40.587869,-73.808531,14,32,94203,,,Hammels-Arverne-Edgemere                                                   
QAVJ,NYCEEC,Q,Jfkidsport,,718-553-5437,Jfk Airport Building 350,11430,1,36,1047995,178209,jfkidsport@hotmail.com,http://jfkidsport.com,2,7,1,27QAVJ,40.648244,-73.788242,83,28,716,4000000,4142600001,Airport                                                                    
QAVO,NYCEEC,Q,Omega Psi Phi Fraternity,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-322-9671,12310 143rd St,11436,1,34,1040835,185019,omegaecec@gmail.com,,3,4,1,27QAVO,40.674522,-73.795725,12,28,182,4261337,4120390044,Baisley Park                                                               
QAVP,NYCEEC,Q,On Our Way Learning Center,,718-868-2961,264 Bch 19 St,11691,1,40,1052893,156945,sungar@onourwaylc.org,http://onourwaylc.org,7,3,2,27QAVP,40.596882,-73.753199,14,31,101001,4299362,4156340048,Far Rockaway-Bayswater                                                     
QAVS,NYCEEC,Q,St. John's Lutheran Church,,718-441-3611,8620 114th St,11418,1,20,1029911,193883,imnmontalvo@hotmail.com,,3,3,1,27QAVS,40.699105,-73.835259,9,32,130,4192690,4092260069,Richmond Hill                                                              
QAVU,NYCEEC,Q,"St. Albans Montessori DCC, Inc.",<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-341-5945,118 - 49 Montauk St,11412,1,54,1049845,190120,aJohnson@saintalbansmontessori.com,http://saintalbansmontessori.com,2,3,1,29QAVU,40.689331,-73.76428,12,27,366,,,St. Albans                                                                 
QAVV,NYCEEC,Q,Up The Ladder,,718-843-4913,8011 101st Ave,11416,1,28,1023528,187386,gonzalezmarga@aol.com,,3,7,2,27QAVV,40.680784,-73.858271,9,32,42,4188129,4090510037,Woodhaven                                                                  
QAVW,NYCEEC,Q,West End Temple Nursery School,,718-318-0030,14702 Newport Ave,11694,1,30,1021796,148140,westendupk@westendtemple.org,http://westendtemple.org,3,3,2,27QAVW,40.573033,-73.864432,14,32,922,4306479,4162900001,Breezy Point-Belle Harbor-Rockwy Prk-Broad Chnl
QAVY,NYCEEC,Q,Nayda Day Care,,718-805-8893,9734 108th St,11419,1,12,1029688,189977,islamislam22@aol.com,,3,7,2,27QAVY,40.68866,-73.836226,9,28,110,4197881,4094090020,Richmond Hill                                                              
QAVZ,NYCEEC,Q,Nayda Day Care II,,718-805-8893,9736 108th St,11419,1,12,1029694,189963,islamislam22@aol.com,,3,7,2,27QAVZ,40.688659,-73.836223,9,28,110,4197882,4094090021,Richmond Hill                                                              
QAWA,NYCEEC,Q,A To Z Learning Center,,718-805-4400,123 - 21 Jamaica Ave,11418,3,87,1032308,194686,atozcenter@yahoo.com,,3,3,1,28QAWA,40.700685,-73.827148,9,29,14201,4196006,4093320001,Richmond Hill                                                              
QAWC,NYCEEC,Q,Paccor Kids,,718-525-9620,11817 Guy R Brewer Blvd,11434,1,36,1044665,188289,Mrodri228@gmail.com,http://paccorpreschool.wix.com/paccorpreschool,3,8,1,28QAWC,40.683248,-73.782401,12,27,284,4448582,4123540112,Baisley Park                                                               
QAWE,NYCEEC,Q,Ira's Parkway Daycare & Preschool Inc.,,917-807-2683,139 - 76 85 Dr,11435,1,36,1035784,197542,lindapinkhasov@gmail.com,,5,9,3,28QAWE,40.708809,-73.816584,8,24,214,,,Briarwood-Jamaica Hills                                                    
QAWG,NYCEEC,Q,Bright Beginnings Pre - School,,718-297-6767,8625 162nd St,11432,1,58,1039416,198013,brightbeginningsjamaica@gmail.com,http://brightbeginningschildcenter.com,3,6,1,28QAWG,40.710483,-73.801466,8,24,448,4209097,4097730001,Briarwood-Jamaica Hills                                                    
QAWH,NYCEEC,Q,Central Queens YM & YWHA,,718-268-5011,67 - 09 108th St,11375,1,36,1026604,204822,asolomonia@cqy.org,http://cqy.org,7,3,1,28QAWH,40.728853,-73.847514,6,29,741,,,Forest Hills                                                               
QAWK,NYCEEC,Q,Sholom Sholom Inc.,,718-850-2934,11666 Park Ln South,11415,1,36,1029567,197371,sholomdaycare@aol.com,,3,7,1,28QAWK,40.70839,-73.836838,9,29,775,4079403,4033230008,Kew Gardens                                                                
QAWM,NYCEEC,Q,Rego Park Day School,,718-897-0693,6344 Wetherole St,11374,1,54,1021810,204581,Mjoseph481@aol.com,,7,7,2,28QAWM,40.728276,-73.864398,6,29,693,4072455,4030940034,Rego Park                                                                  
QAWO,NYCEEC,Q,ICCD,,718-263-1587,98 - 02 62nd Dr,11374,1,41,1023153,206307,rkontner@iccd.com,http://iccd.com,5,2,1,28QAWO,40.733062,-73.859657,6,29,71701,4440231,4020860050,Rego Park                                                                  
QAWQ,NYCEEC,Q,Forest Hills CCC,,718-263-5730,108 - 05 68th Rd,11375,1,18,1026956,204028,Natanielova@jccany.org,http://jccany.org,3,7,1,28QAWQ,40.726389,-73.845842,6,29,739,,,Forest Hills                                                               
QAWS,NYCEEC,Q,It's My Turn,,347-385-0824,131 - 15 Liberty Ave,11419,1,20,1035688,190884,playmatesnurseryinc@gmail.com,,5,9,3,28QAWS,40.690128,-73.814706,10,28,15801,4204052,4095680049,South Ozone Park                                                           
QAWT,NYCEEC,Q,Afro - American Parents Educational Center Site 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-322-9080,11206 Sutphin Blvd,11435,4,36,1041167,189650,bev11435@yahoo.com,,3,3,1,28QAWT,40.687358,-73.794709,12,28,190,4258993,4119660001,Baisley Park                                                               
QAWU,NYCEEC,Q,"Sunshine School, LLC",,718-468-9000,9110 146th St,11435,1,56,1037203,194623,sbisnauth@sunshineschool.org,http://sunshineschool.org,3,4,1,28QAWU,40.700875,-73.808841,12,24,212,4213884,4099860061,Jamaica                                                                    
QAWW,NYCEEC,Q,"Pickwick School, Inc.",,718-526-1340,15115 85th Dr,11432,1,30,1037832,197999,pickwickschool@gmail.com,http://pickwickschool.com,7,7,1,28QAWW,40.709672,-73.806969,8,24,230,4208372,4097340041,Briarwood-Jamaica Hills                                                    
QAWX,NYCEEC,Q,Apple Tree Nursery School,,718-374-0002,8225 164th St,11432,1,18,1038730,201187,cheller@queenscp.org,,7,3,1,29QAWX,40.718546,-73.803761,8,24,1267,4152348,4070380020,Pomonok-Flushing Heights-Hillcrest                                         
QAWY,NYCEEC,Q,CSC Montessori Center,,728-276-9538,165 - 27 Baisley Blvd,11434,1,36,1045800,186939,ccsyoung@gmail.com,,5,9,3,28QAWY,40.67854,-73.779143,12,28,33402,4436354,4124950002,Springfield Gardens North                                                  
QAWZ,NYCEEC,Q,All My Children Day Care ( 69th Ave ),,718-658-1563,10822 69th Ave,11375,1,18,1027345,203477,info@amcearlylearn.com,http://allmychildrendaycare.com,3,7,1,28QAWZ,40.725067,-73.845131,6,29,739,4052272,4022190015,Forest Hills                                                               
QAXA,NYCEEC,Q,Colin Newll ECDC,,718-722-6236,161 - 06 89 Ave,11432,1,40,1039803,196665,desiree.fryson@ccbq.org,,9,5,3,28QAXA,40.706418,-73.799841,12,24,44601,,,Jamaica                                                                    
QAXC,NYCEEC,Q,All My Children Day Care ( Mayfield ),,718-658-1563,17544 Mayfield Rd,11432,1,36,1042639,200485,info@allmychildrendaycare.com,http://allmychildrendaycare.com,5,7,1,29QAXC,40.716221,-73.789783,8,24,458,4211404,4098900020,Jamaica Estates-Holliswood                                                 
QAXD,NYCEEC,Q,"Blanche Community Progress DCC, Inc.",<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-479-1800,10960 202nd St,11412,1,47,1052014,196609,blancheelc@gmail.com,,3,3,1,29QAXD,40.706083,-73.755417,12,27,508,4234212,4109410206,Hollis                                                                     
QAXF,NYCEEC,Q,Committee For Early Childhood Development,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-464-2422,193 - 04 Jamaica Ave,11423,1,94,1048844,199116,MBAFUNSO@MSN.COM,http://cecdhs.org,3,3,1,29QAXF,40.713093,-73.767363,12,27,500,,,Hollis                                                                     
QAXI,NYCEEC,Q,Queens ECC,,212-616-1851,14502 Farmers Blvd,11434,1,36,1048668,182065,donna.franklin@birchfamilyservices.org,http://www.birchfamilyservices.org,5,9,3,29QAXI,40.666171,-73.767379,13,31,306,4285481,4133120015,Springfield Gardens South-Brookville                                       
QAXK,NYCEEC,Q,Kids Circle Daycare,,718-380-1280,164 - 04 Goethals Ave,11432,1,20,1038694,201346,thekidscircle@aol.com,http://kidscircledaycare.com,3,7,1,29QAXK,40.719328,-73.803709,8,24,1267,,,Pomonok-Flushing Heights-Hillcrest                                         
QAXL,NYCEEC,Q,Laurelton Day Care,,718-712-1860,14119 224th St,11413,1,58,1053224,183130,laureltondaycare@aol.com,http://laureltonacademy.net,3,7,1,29QAXL,40.669267,-73.75141,13,31,682,4282460,4131520035,Laurelton                                                                  
QAXN,NYCEEC,Q,Montessori Progressive,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-723-3967,19503 Linden Blvd,11412,1,72,1051671,192003,Montessori1989@verizon.net,,3,3,1,29QAXN,40.693218,-73.756733,12,27,528,4238357,4110670040,St. Albans                                                                 
QAXQ,NYCEEC,Q,Our Saviour Lutheran,,718-739-7452,90 - 04 175 Th St,11432,1,45,1043333,197890,oursaviourdirector@gmail.com,http://oursaviourjamaica.com,7,3,2,29QAXQ,40.709875,-73.786722,12,27,462,,,Jamaica                                                                    
QAXV,NYCEEC,Q,Redeemer Lutheran Church And Nursery School,,718-465-3252,9210 217th St,11428,1,51,1055738,202583,redeemernurseryschool@gmail.com,http://redeemerqv.org,7,3,2,29QAXV,40.722469,-73.741759,13,23,558,4227031,4106330001,Queens Village                                                             
QAYB,NYCEEC,Q,Charles R Drew ELC 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-740-2400,10945 207th St,11429,1,53,1053511,197278,crddcc@aol.com,http://charlesrdrewforsuccess.org,3,7,2,29QAYB,40.708351,-73.750633,13,27,512,4233644,4109170029,Queens Village                                                             
QAYD,NYCEEC,Q,"South Jamaica Center For Children And Parents, Inc.",<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-523-6455,94 - 43 160th St,11433,1,48,1040547,195093,acanteysjc@aol.com,,3,1,1,28QAYD,40.702359,-73.798125,12,27,246,4439752,4101030016,Jamaica                                                                    
QAYE,NYCEEC,Q,Quick Start DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-978-0800,118 - 46 Riverton St,11412,1,34,1049910,190389,quickdayc@aol.com,,3,3,1,29QAYE,40.690058,-73.763131,12,27,366,4268946,4124490004,St. Albans                                                                 
QBGK,NYCEEC,Q,Kon Gen International Preschool,,718-281-2338,196 - 25 42nd Ave,11358,1,90,1043827,216250,kongenbayside@gmail.com,,2,3,1,26QBGK,40.759759,-73.785678,11,19,1181,,,Auburndale                                                                 
QAYG,NYCEEC,Q,All Children's Child Care ( 31st Ave ),,718-777-2011,32 - 04 31st Ave ( Cellar ),11106,1,40,1005693,217526,nycdaycare24@aol.com,http://allchildrenschildcare.org,3,3,2,30QAYG,40.77807,-73.749238,11,19,1483,4168187,4080360014,Douglas Manor-Douglaston-Little Neck                                       
QAYH,NYCEEC,Q,All Children's Child Care ( 24th St. ),,718-707-0501,3501 24th St,11106,1,60,1002858,216153,NYCDaycare24@aol.com,http://allchildrenschildcare.org,3,6,1,30QAYH,40.760172,-73.932899,1,26,47,4003978,4003380023,Astoria                                                                    
QAYI,NYCEEC,Q,Brite Adventure Center ( 30th St. ),,718-777-6664,4922 30th Ave,11377,1,20,1009936,216204,nycdaycare24@aol.com,,3,6,1,30QAYI,40.760284,-73.907313,1,22,163,4013772,4007400049,Astoria                                                                    
QAYK,NYCEEC,Q,Christ Evangelical Lutheran Church,,718-205-1425,3357 58th St,11377,1,18,1011041,213285,sloweclc@gmail.com,http://christchurchwoodside.com,8,1,1,30QAYK,40.752595,-73.903238,2,26,257,4437084,4011820015,Woodside                                                                   
QAYL,NYCEEC,Q,82nd Street Academics,,718-457-0429,8110 35th Ave,11372,1,140,1016029,213057,Carolyn.Hurtado@82ndst.com,http://preknyc.com,2,3,1,30QAYL,40.751703,-73.885406,3,25,283,4029684,4012810001,Jackson Heights                                                            
QAYN,NYCEEC,Q,Jackson Children's Services,,718-779-8800,3136 88th St,11369,5,25,1017376,215709,jackdevctr@aol.com,http://jacksonchild.com,5,3,2,30QAYN,40.759188,-73.880354,3,25,339,4595432,4013990023,Jackson Heights                                                            
QAYP,NYCEEC,Q,Kid Krazy @ 21st Avenue,,718-545-5728,2125 21 Ave,11105,1,18,1008100,224198,kdkrzyprschl@aol.com,http://kidkrazypreschool.com,7,6,1,30QAYP,40.781909,-73.914043,1,22,105,4447576,4008820007,Steinway                                                                   
QAYT,NYCEEC,Q,Queensview Nursery School & Kindergarten,,718-728-4164,2136 33rd Rd,11106,1,18,1003153,217260,hevarsam@queensviewschool.com,http://queensviewschool.com,8,7,1,30QAYT,40.763325,-73.931466,1,22,45,4430866,4005570003,Astoria                                                                    
QAYU,NYCEEC,Q,Rainbowland Nursery School,,718-899-7590,3960 54th St,11377,1,36,1009194,211347,info@rainbowlandschool.org,,2,7,1,30QAYU,40.746611,-73.909736,2,26,251,4028427,4012380040,Woodside                                                                   
